project,name,facility,owner,address,city,county,cost,sqft_stated,work,status,registered,start,end,scope,design_firm,url,sqft,sqft_source,primary,duplicate_of,cost_per_sqft,cost_suspect,area_is_campus,found_by,geo_precision,lon,lat
TABS2021019471,SAT14 - Phase 2,SAT14 Data Center,Microsoft,3545 Wiseman Boulevard,San Antonio,Bexar,26800000.0,46000,New Construction,Inspection Complete,2021-07-09,2021-10-01,2026-03-31,Finish-out / fit-out of one colo of data center within shell facility.,Page Southerland Page,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021019471,46000,,True,,583,False,False,facility name; scope of work,address,-98.732924,29.461308
TABS2024016087,Rellis Campus Data and Research Center - Tenant Improvement,Rellis Campus Data and Research Center,Rellis Campus Data and Research Center,State Highway 21 and Rellis Parkway,College Station,Brazos,5000000.0,45875,Renovation/Alteration,Review Complete,2024-04-12,2024-10-07,2026-05-08,New tenant buildout for a data center with office and classroom spaces,Powers Brown,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016087,45875,,True,,109,False,False,project name; scope of work,address,-96.275729,30.552281
TABS2024004718,Rellis Campus Data and Research Center,Rellis Campus Data and Research Center,THE TEXAS A&M UNIVERSITY SYSTEM,State Highway 21 and Rellis Parkway,College Station,Brazos,10000000.0,45875,New Construction,Project Registered,2023-11-03,2024-01-01,2024-12-31,Two story tiltwall shell building. Interior build out to be permitted separately.,Powers Brown,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024004718,45875,,True,,218,False,False,project name,address,-96.275729,30.552281
TABS2026007651,Viridien US HPC Hub,US HPC Hub,CGG Services (U.S.) Inc.,2602 LONGWOOD DR.,Brenham,Washington,50000000.0,40262,New Construction,Review Complete,2025-12-10,2027-01-01,2027-10-01,"NEW CONSTRUCTION TO INCLUDE A 40,262 SQUARE FOOT DATA CENTER BUILDING WITH ACCESSORY WORK SPACES, INCLUDING DATA EQUIPMENT STORAGE, DATA EQUIPMENT ASSEMBLY AND FACILITY WORKSHOPS, MECHANICAL EQUIPMENT, AND UPS BATTERY BACK-UP. THE DATA CENTER WILL BE",Ziegler Cooper Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007651,40262,,True,,1242,False,False,scope of work,address,-96.409639,30.140276
TABS2020002947,DFW III-I-1 Thunderball 6000,"DFW III Red Oak, TX",Compass Datacenters,Houston School Rd N of E Ovilla Rd 1 mile W of I-35E,Red Oak,Ellis,45000000.0,40150,New Construction,Review Complete,2019-10-10,2019-11-01,2020-08-01,New Data Center Building.,Harley Ellis Devereaux,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020002947,40150,,True,,1121,False,False,scope of work,address,-96.823686,32.545839
TABS2022021892,Temple Data Center NCB,Temple Data Center NCB,Polmer LLC,3101 Industrial Blvd,Temple,Bell,300000.0,40000,New Construction,Project Closed,2022-06-20,2022-08-01,2023-07-15,New Project Consisting of Pre-Engineered Metal Building for Construction Administrative Service.,Cushing Terrell,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022021892,40000,,True,,8,False,False,facility name; project name,address,-97.368102,31.128277
TABS2026009518,Arbok,Building G,James Harris,2721 Charles Martin Hall Rd,Rockdale,Milam,75057018.0,40000,Additions to Existing Building,Project Closed,2026-01-07,2025-11-01,2026-05-15,Data Center,"OneFourTwo Architecture, P.C.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009518,40000,,True,,1876,False,False,scope of work,address,-97.078851,30.575899
TABS2026004413,TRG Datacenters Phase 3,TRG Datacenters,"Technical Realty Group of Texas, LLC",2626 Spring Cypress Rd,Spring,Harris,6645330.0,38729,New Construction,Review Complete,2025-10-28,2025-10-31,2026-12-31,"Construction of new 38,729 sf building",Trey Lucas Architecture,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026004413,38729,,True,,172,False,False,project name,address,-95.459106,30.066711
TABS2023019972,Saxet Energy Park,Data Center - Bldg C,Saxet Energy Park,1102 McKinzie Rd Bldg C,Corpus Christi,Nueces,1200000.0,37813,New Construction,Project Closed,2023-05-24,2023-06-19,2023-10-27,NEW CONSTRUCTION OF A PRE-ENGINEERED METAL BUILDING TO HOUSE DATA CENTERS/MINING EQUIPMENT. THE BUILDING IS NOT SPRINKLERED AND WILL INCLUDE SITE IMPROVEMENTS. THIS BUILDING IS LOCATED IN INDUSTRIAL DISTRICT 2 WHICH DOES NOT REQUIRE PERMITTING.,Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023019972,37813,,True,,32,False,False,facility name,address,-97.569628,27.802125
TABS2023019970,Saxet Energy Park,Data Center - Bldg B,Saxet Energy Park,1102 McKinzie Rd Bldg B,Corpus Christi,Nueces,1200000.0,37813,New Construction,Project Closed,2023-05-24,2023-06-19,2023-10-27,NEW CONSTRUCTION OF A PRE-ENGINEERED METAL BUILDING TO HOUSE DATA CENTERS/MINING EQUIPMENT. THE BUILDING IS NOT SPRINKLERED AND WILL INCLUDE SITE IMPROVEMENTS. THIS BUILDING IS LOCATED IN INDUSTRIAL DISTRICT 2 WHICH DOES NOT REQUIRE PERMITTING.,Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023019970,37813,,True,,32,False,False,facility name,address,-97.569628,27.802125
TABS2023019967,Saxet Energy Park,Data Center - Bldg A,Saxet Energy Park,1102 McKinzie Rd Bldg A,Corpus Christi,Nueces,1200000.0,37813,New Construction,Project Closed,2023-05-24,2023-06-19,2023-10-27,NEW CONSTRUCTION OF A PRE-ENGINEERED METAL BUILDING TO HOUSE DATA CENTERS/MINING EQUIPMENT.  THE BUILDING IS NOT SPRINKLERED AND WILL INCLUDE SITE IMPROVEMENTS. THIS BUILDING IS LOCATED IN INDUSTRIAL DISTRICT 2 WHICH DOES NOT REQUIRE PERMITTING.,Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023019967,37813,,True,,32,False,False,facility name,address,-97.569628,27.802125
TABS2026018121,Project Gold Phase 2 - DFW 39,DFW39,Digital Realty,805 Holford Road,Garland,Dallas,74600000.0,37490,Renovation/Alteration,Project Registered,2026-04-20,2026-07-01,2027-07-01,Build out and equipment fit out of one data center suite within the existing DFW39 building.,The M Group Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026018121,37490,,True,,1990,False,False,scope of work,address,-96.65015,32.974417
TABS2026019308,Project Gold Phase 2 - DFW44,DFW44,Digital Realty,2501 Edmonds Lane,Lewisville,Denton,74600000.0,37370,Renovation/Alteration,Project Registered,2026-05-04,2026-07-01,2027-07-01,Build out and equipment fit out of one data center suite within the existing DFW44 data center building.,M Group Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019308,37370,,True,,1996,False,False,scope of work,address,-97.004765,33.002203
TABS2026006734,New Dr. Marvin D. Roden Technology Center,Dr. Marvin D. Roden Technology Center,Garland ISD,2302 Naaman School Road,Garland,Dallas,21000000.0,35800,New Construction,Review Complete,2025-11-25,2026-02-01,2027-01-01,"New 35,800 sqft technology center to house training rooms, offices and conference rooms for technology personnel and warehouse parts and server data center","PBK Architects, Inc.",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006734,35800,,True,,587,False,False,scope of work,address,-96.60714,32.936267
TABS2020009827,Cyrusone Carrollton Data Center-DH1 AHU Build-Out,Cyrusone Carrollton,CyrusOne,1649 West Frankford Rd,Carrollton,Denton,1000000.0,35000,Renovation/Alteration,Project Closed,2020-01-23,2020-03-01,2020-06-01,Partial renovation to existing service yard,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020009827,35000,,True,,29,False,False,project name,address,-96.931525,32.992145
TABS2026008115,Prime DC 3MW Buildout,Prime Data Center DFW01-02,1515 Roundtable Dr Property LLC,1455 Round Table Dr.,Dallas,Dallas,47500000.0,34438,Renovation/Alteration,Project Registered,2025-12-16,2025-12-01,2026-06-01,"34,438 SF partial tenant improvement buildout including construction of administrative spaces, data hall and infrastructure buildout on Levels 1, 3, and roof and site enhancements for four generators and associated switchgea",AO Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026008115,34438,,True,,1379,False,False,facility name; scope of work,address,-96.879833,32.837386
TABS2023019324,"Hou1 DH5(unfinished), Phase 1",Skybox Houston One Data Center,"Houston Enterprise DC, LLC",22000 Franz Rd,Katy,Harris,15000000.0,33040,Additions to Existing Building,Project Registered,2023-05-16,2024-12-01,2025-09-30,"33,040 sf of interior construction of unfinished space with accessory spaces in the existing Houston One facility. Scope of work also includes installation of supporting equipment both interior and in the service yard in previously unfinished areas.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023019324,33040,,True,,454,False,False,facility name,address,-95.755096,29.807977
TABS2025020774,DFW Data Center Interior Fit-out,Edged - DFW Data Center,Edged Dallas LLC,505 N. Wildwood Dr.,Irving,Dallas,3100000.0,32700,Renovation/Alteration,Review Complete,2025-06-08,2025-06-08,2026-12-15,"32,700 sq ft Interior fit-out",MG2,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020774,32700,,True,,95,False,False,facility name; project name,address,-96.918115,32.817593
TABS2022003742,TMobile Dallas Data Hall 0500 Expansion,Digital Realty,TMobile,11830 Webb Chapel,Dallas,Dallas,14070000.0,32085,New Construction,Review Complete,2021-10-22,2021-12-01,2023-03-01,reconstruction of and addition to a portion of an existing,"HKS, Inc",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022003742,32085,,True,,439,False,False,project name,address,-96.870715,32.911569
TABS2023000811,Ezell Drive Campus,Data Center,"Amazon Data Services, Inc",401 Ezell Dr,De Soto,Dallas,6000000.0,29840,New Construction,Review Complete,2022-09-13,2023-04-01,2024-12-31,"New Data Center Building with supporting MEP infrastructure, MMR Buildings for cable entry and a Pumphouse",HKS,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023000811,29840,,True,,201,False,False,facility name; scope of work,address,-96.858961,32.624095
TABS2026003980,Childress Data Center Campus Upgrades,Childress Operations Building,IE US Development Holdings 3 Inc,620 FM 1033,Childress,Childress,15000000.0,29000,New Construction,Review Complete,2025-10-22,2025-10-27,2026-10-01,"29,000 SF office building",Burns & McDonnell Engineering Company Inc.,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003980,29000,,True,,517,False,False,project name,address,-100.056492,34.381433
TABS2020000787,Spear Street Capital Data Center Decomissioning 10000 Energy Drive,1000 Energy Drive,Spear Street Capital,10000 Energy Drive,Spring,Harris,100000.0,28000,Renovation/Alteration,Project Closed,2019-09-12,2019-09-30,2020-02-29,"Decomissioning and demolition of existing data center on level 02.  Restoration of the space to ""white box"" core & shell, ready for future tenant build out.",Gensler,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020000787,28000,,True,,4,False,False,project name; scope of work,address,-95.437159,30.098757
TABS2024017616,QTS FTW1 DH1&5 Phase 2,QTS FTW1 DC1,QTS,14100 Park Vista,Fort Worth,Denton,16300000.0,28000,Renovation/Alteration,Project Registered,2024-05-02,2024-05-17,2024-12-01,"Data Hall Equipment Fit-Out, Electrical Upgrades, 28,000 SF",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024017616,28000,,True,,582,False,False,operator name; scope of work,address,-97.304164,33.102591
TABS2023000556,Phase 2 Data Center Finish Out,Digital Realty,Digital Bryan Street PS,2323 Bryan St,Dallas,Dallas,18000000.0,26727,Renovation/Alteration,Project Registered,2022-09-09,2023-01-01,2024-01-31,Renovation of levels 6 & 7 to Data Hall space.  Renovation of levels 8 & 9 UPS & Mechanical to support the data halls.,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023000556,26727,,True,,673,False,False,project name; scope of work,address,-96.79429,32.787314
TABS2019004243,Shared Data Center Capacity Enhancement,UT System Arlington Regional Data Center,"The University of Texas, Board of Regents c/o Dayle Pettus",200 East Loop 820,Fort Worth,Tarrant,3500000.0,25600,Renovation/Alteration,Review Complete,2019-02-06,2019-04-01,2020-04-01,Mostly mechanical upgrades to provide redundant chiller water and chiller capacity to provide,"Page Southerland Page, Inc",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2019004243,25600,,True,,137,False,False,facility name; project name,address,-97.213884,32.777105
TABS2019003857,Valero HQ Stabilization and Data Center Construction,Valero Energy Building A,Valero Energy,One Valero Way,San Antonio,Bexar,600000.0,25416,Renovation/Alteration,Project Closed,2019-01-31,2019-08-01,2020-05-01,Remodel of second floor,RVK,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2019003857,25416,,True,,24,False,False,project name,address,-98.607035,29.584092
TABS2022008436,TRG Datacenters Phase II Expansion,TRG Datacenters,"Technical Realty Group of Texas, LLC",2626 Spring Cypress Road,Spring,Harris,3700000.0,25017,Additions to Existing Building,Inspection Complete,2022-01-03,2022-01-01,2022-03-31,Expanding an existing Data Center with new data center along with offices and ancillary spaces.,Trey Lucas Architecture,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022008436,25017,,True,,148,False,False,project name; scope of work,address,-95.459106,30.066711
TABS2025003451,SAT 23 Data Hall 5 Fit Out,SAT B1,Stream Data Centers,"11203 MILITARY DR. W SAN ANTONIO, TEXAS",San Antonio,Bexar,10000000.0,24000,Renovation/Alteration,Review Complete,2024-10-17,2024-11-01,2025-12-01,"24,000 SF tenant fit-out of data hall space.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025003451,24000,,True,,417,False,False,project name; scope of work,address,-98.705265,29.44841
TABS2025001231,SAT 23 Data Hall 4 Fit Out,SAT B1,Stream Data Centers,"11203 MILITARY DR. W SAN ANTONIO, TEXAS",San Antonio,Bexar,10000000.0,24000,Renovation/Alteration,Review Complete,2024-09-18,2024-11-01,2025-12-01,"24,000 SF tenant fit-out of data hall space.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001231,24000,,True,,417,False,False,project name; scope of work,address,-98.705265,29.44841
TABS2025001225,SAT 23 Data Hall 3 Fit Out,SAT B1,Stream Data Centers,"11203 MILITARY DR. W SAN ANTONIO, TEXAS",San Antonio,Bexar,10000000.0,24000,Renovation/Alteration,Review Complete,2024-09-18,2024-11-01,2025-12-01,"24,000 SF tenant fit-out of data hall space.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001225,24000,,True,,417,False,False,project name; scope of work,address,-98.705265,29.44841
TABS2024024100,SAT 23 Data Hall 2 Fit Out,SAT B1,Stream Data Centers,"11203 MILITARY DR. W SAN ANTONIO, TEXAS",San Antonio,Bexar,10000000.0,24000,Renovation/Alteration,Review Complete,2024-07-29,2024-11-01,2025-12-01,"24,000 SF tenant fit-out of data hall space.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024100,24000,,True,,417,False,False,project name; scope of work,address,-98.705265,29.44841
TABS2024023923,SAT 23 Data Hall 1 Fit Out,SAT B1,SDC SA III LP,"11203 MILITARY DR. W SAN ANTONIO, TEXAS",San Antonio,Bexar,10000000.0,24000,Renovation/Alteration,Review Complete,2024-07-25,2024-11-01,2025-12-01,"24,000 SF tenant fit-out of data hall space.",Corgan,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024023923,24000,,True,,417,False,False,project name; scope of work,address,-98.705265,29.44841
TABS2021012756,QTS FTW1 DH1&5,QTS Fort Worth,QTS,14100 Park Vista,Fort Worth,Tarrant,10000000.0,24000,Renovation/Alteration,Project Closed,2021-04-06,2021-04-12,2021-11-19,Tenant improvement work to an existing data hall and new data hall in existing shell space,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021012756,24000,,True,,417,False,False,operator name; scope of work,address,-97.259558,32.988591
TABS2023025500,DataBank Data Hall 5,DataBank,DataBank,8375 Dominion Parkway,Plano,Collin,250000.0,23800,New Construction,Project Closed,2023-08-09,2023-09-29,2023-12-29,Finishout of data hall whitespace.,Alliance Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2023025500,23800,,True,,11,False,False,project name; scope of work,address,-96.815613,33.08728
TABS2022017263,DFW02 - DH 150,Stack DFW02,Stack Infrastructure,6715 Pinecrest Drive,Plano,Collin,20000000.0,23690,Additions to Existing Building,Project Closed,2022-04-21,2022-06-01,2023-06-01,"18,142 SF Data Hall and support spaces fit out of existing shell space",,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022017263,23690,,True,,844,False,False,scope of work,address,-96.810382,33.06664
TABS2026017012,QTS Data Centers Floor 06 Interior Improvements,Interlink II,Piedmont Las Colinas Corporate Center II LP,6363 North State Highway 161 Suite 600,Irving,Dallas,2700000.0,23043,Renovation/Alteration,Inspection Complete,2026-04-07,2026-03-31,2026-07-31,Tenant Improvement,Entos Design,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017012,23043,,True,,117,False,False,project name,address,-96.975779,32.89595
TABS2026007903,QTS Data Centers Floor 7 Interior Improvements,Interlink II,Piedmont Las Colinas Corporate Center II LP,6363 North State Highway 161 Suite 700,Irving,Dallas,2500000.0,23043,Renovation/Alteration,Review Complete,2025-12-12,2025-12-12,2026-05-31,Tenant Improvement,Entos Design,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026007903,23043,,True,,108,False,False,project name,address,-96.975779,32.89595
TABS2021016220,PEC Control and Data Center,Pedernales Electric Cooperative Control and Data Center,Pedernales Electric Cooperative,8796 183A Toll Road,Leander,Williamson,22000000.0,22900,New Construction,Project Closed,2021-05-24,2021-08-01,2022-12-31,A 24-hour control and data center and generator yard,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021016220,22900,,True,,961,False,False,facility name; project name; scope of work,address,-97.830693,30.580818
TABS2021005620,QTS DFW DC2 DH2.3 Interior Upfit,QTS Irving-Dallas,QTS,6431 Longhorn Dr,Irving,Dallas,3500000.0,21420,Renovation/Alteration,Project Closed,2020-12-08,2020-12-08,2021-04-30,Data hall renovation within the existing data center,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021005620,21420,,True,,163,False,False,operator name; scope of work,address,-96.983142,32.897028
TABS2024019689,Centersquare Data Hall Buildout,DFW1,Menlo Equities,1490 FAA Blvd.,Fort Worth,Tarrant,4500000.0,21240,Renovation/Alteration,Project Registered,2024-05-30,2024-06-10,2024-09-15,Power and cooling infrastructure additions to accommodate additional data center IT equipment.,CDC Group LLC,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019689,21240,,True,,212,False,False,project name; scope of work,address,-97.060343,32.832345
TABS2020017176,CyrusOne Carrollton Data Center-Floater Yard 03,CyrusOne Carrollton,CyrusOne,1649 West Frankford Rd,Carrollton,Denton,25000000.0,21188,Renovation/Alteration,Project Closed,2020-05-12,2020-06-01,2020-12-01,Partial alteration/renovation to existing service yard,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020017176,21188,,True,,1180,False,False,project name,address,-96.931525,32.992145
TABS2022025431,H5 Colocation Facility - 100 Taylor St,H5 Data Center,H5 DATA CENTERS - SAN ANTONIO LLC,100 Taylor Street,San Antonio,Bexar,2000000.0,20400,Renovation/Alteration,Project Closed,2022-08-04,2022-09-30,2024-10-01,"Renovation of existing data center space to include new data hall, electrical rooms, secure entrance and exterior equipment placement","Batir Architecture, Ltd",https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022025431,20400,,True,,98,False,False,facility name; project name; scope of work,address,-98.487327,29.429566
TABS2025024081,Datacenter Office Remodel Phase I,Datacenter,"Rack Asset Realty, LLC",4939 Reading St,Dallas,Dallas,1400000.0,20000,Renovation/Alteration,Review Complete,2025-07-22,2025-09-01,2026-09-01,Remodel offices and datacenter area to prepare for new datacenter,BWG Architecture,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024081,20000,,True,,70,False,False,facility name; project name; scope of work,address,-96.865667,32.806827
TABS2025001695,"San Angelo ISD Data Center Relocation, Electrical Repairs, Building Demolition, and Asbestos Abatem",Alta Loma Elementary School,San Angelo Independent School District,1700 N Garfield St.,San Angelo,Tom Green,2000000.0,19900,Renovation/Alteration,Project Closed,2024-09-24,2024-11-01,2025-06-01,"Project 1: Alta Loma Data Relocation Project - Interior renovation to an existing building (Library) approx. 3,300 sq. ft.",Parkhill (Jeff Reed) mm,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001695,19900,,True,,101,False,False,project name,address,-100.483136,31.462505
TABS2020021722,Project Neptune,Skybox Houston,Bandera Ventures,22000 Franz Rd,Katy,Harris,20000000.0,19600,Renovation/Alteration,Project Closed,2020-08-05,2020-08-07,2021-01-01,"Data hall upfit, associated mechanical and electrical rooms and office space",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020021722,19600,,True,,1020,False,False,scope of work,address,-95.755096,29.807977
TABS2025001763,Black Pearl Data Center,Black Pearl Data Center,"MASSEY, SAM G & KILA R","11786 Co Rd 209, Wink, TX",Wink,Winkler,7000000.0,19579,New Construction,Inspection Complete,2024-09-25,2024-08-07,2024-12-31,"Project Consists of Ground up Construction of a 19,579SF one story Pre-engineered metal building. The use will comprise of group B space where specific use will be Business & Group F-1, S-1 Shop space used for the repair & maintenance of equipment",,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001763,19579,,True,,358,False,False,facility name; project name,address,-103.09504,31.713323
TABS2025026552,Project Gold Phase 2 - DFW44,DFW44,Digital Realty,2501 Edmonds LN,Lewisville,Denton,25000000.0,19173,Renovation/Alteration,Project Registered,2025-08-22,2025-09-01,2026-06-15,The scope of work is the expansion of two data center suites within the existing DFW44 data center building.,The M Group Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026552,19173,,True,,1304,False,False,scope of work,address,-97.004765,33.002203
TABS2025024794,Project Gold Phase 2 - DFW39,DFW39,Digital Realty,805 Holford  Road,Garland,Dallas,25000000.0,18619,Renovation/Alteration,Project Registered,2025-07-31,2025-09-01,2026-06-15,The expansion of two data center suites within the existing DFW39 data center building.,The M Group Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024794,18619,,True,,1343,False,False,scope of work,address,-96.65015,32.974417
TABS2024010717,QTS DFW1 DC3 - Admin Security,QTS DFW1-DC3,"QUALITY INVESTMENT PROPERTIES IRVING, LLC",6351 Longhorn Dr,Irving,Dallas,5000000.0,17437,Renovation/Alteration,Project Registered,2024-02-02,2024-02-15,2024-09-01,"Infill of shell spaces with tenant programming (open office areas, huddle rooms, restrooms and lockers, storage, break room, etc). Includes finishes to floors, walls, and ceilings.",Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010717,17437,,True,,287,False,False,operator name,address,-96.980408,32.894873
TABS2020022232,Databank DFW 3 Data Hall #3,Databank DFW,Danny Allen,8375 Dominion Parkway,Plano,Collin,3000000.0,16000,Renovation/Alteration,Project Closed,2020-08-14,2020-09-01,2021-01-08,Finish out on Data Hall #3.,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020022232,16000,,True,,188,False,False,project name; scope of work,address,-96.815613,33.08728
TABS2021019574,Arlington Data Center,Arlington Data Center,"D.R. Horton, Inc",1411 wet n wild way,Arlington,Tarrant,15000000.0,15767,New Construction,Project Closed,2021-07-12,2021-09-01,2022-11-18,new construction for new data center,NO 10 DESIGN GROUP,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2021019574,15767,,True,,951,False,False,facility name; project name; scope of work,address,-97.088334,32.760296
TABS2022013316,HNTB,Netrality Data Center,"1301 Fannin Owner, LP.",1301 Fannin St Suite 2100,Houston,Harris,2000000.0,15739,Renovation/Alteration,Project Closed,2022-03-04,2022-05-02,2022-08-22,THIS IS A TENANT REMODEL PROJECT FOR A PART OF THE TWENTY-FIRST FLOOR OF 1301 FANNIN ST.,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2022013316,15739,,True,,127,False,False,facility name,address,-95.365684,29.75356
TABS2025007375,VERIZON - CHILLER REPLACEMENT & CONTROLS UPGRADE,Verizon Lubbock Data Center,Verizon,"5400 Avenue ""A"" Dr. Lubbock, TX 79404",Lubbock,Lubbock,2641000.0,15000,Renovation/Alteration,Project Closed,2024-12-11,2025-02-01,2025-08-01,"Replace chillers, chilled water pumps and chilled water piping and valves, inspect and repair existing valves and gauges, replace existing pneumatic and alerton BAS system, replace AHUs and relocate, replace CRAC units.",,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025007375,15000,,True,,176,False,False,facility name,address,-101.837738,33.544047
TABS2024011014,Evoque Data Center Pavement Repair,Evoque Data Center,"900 Guardians Way LLC, a Delaware limited liability company",900 Guardians Way,Allen,Collin,450000.0,15000,Renovation/Alteration,Project Closed,2024-02-07,2024-03-07,2024-04-12,Pavement repair for existing drive and fire lane.,RLG Consulting Engineers,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024011014,15000,,True,,30,False,False,facility name; project name,address,-96.683544,33.094921
TABS2024024946,Iris - Childress Data Center,Office Building,IE US Development Holdings 3 Inc.,620 FM 1033,Childress,Childress,3863400.0,14964,New Construction,Inspection Complete,2024-08-07,2024-10-01,2025-04-30,"Ground up construction of 14,964 SF one story pre-engineered metal building. The use will comprise of Group B occupancy for office, professional or service-type transactions, including storage of records and accounts.",MBA Energy & Industrial,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024946,14964,,True,,258,False,False,project name,address,-100.056492,34.381433
TABS2025023900,T-Mobile McAllen Data Center Ph2,T-Mobile McAllen Data Center,T-Mobile,1400 E. Upas Ave,Mcallen,Hidalgo,9500000.0,14800,Renovation/Alteration,Review Complete,2025-07-18,2025-08-01,2026-08-01,"Remodel of an existing telecom equipment space to house new 5G cabinets in a 14,800 sq ft building.  Replacement of the existing roof system.  Adding a canopy over the existing loading dock.",FS&L Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023900,14800,,True,,642,False,False,facility name; project name,address,-98.201865,26.218748
TABS2024015786,Switch HOU2 Pod2,HOU2,"Switch, LTD",660 Greens Parkway,Houston,Harris,40000000.0,14400,Additions to Existing Building,Project Registered,2024-04-09,2024-05-01,2026-04-01,"Addition to an existing Data Center facility. Added scope will include 3 UPS rooms and additional space for storage. Approximate sqf of new scope will be 14,400.",JHET Architects,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015786,14400,,True,,2778,False,False,scope of work,address,-95.424781,29.945041
TABS2020002263,QTS DFW DC2 DH2.1,QTS,QTS,6431 Longhorn Drive,Irving,Dallas,1100000.0,12900,Renovation/Alteration,Project Closed,2019-10-02,2019-10-21,2020-02-03,Fit out existing Data Hall shell.,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020002263,12900,,True,,85,False,False,operator name; scope of work,address,-96.983142,32.897028
TABS2019001272,Data Hall 7,T5@Dallas,"394 Pacific DCD, LLC (Rick Waddle)",6653 Pinecrest Dr,Plano,Collin,3900000.0,12500,Renovation/Alteration,Review Complete,2018-12-19,2019-01-01,2019-03-31,Population of equipment and infrastructure needed to support the equipment including cable tray and raised access flooring support,Corgan Associates,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2019001272,12500,,True,,312,False,False,project name,address,-96.809445,33.064996
TABS2026014340,Wuliger Way Data Center,Data Center,6409 wuliger way LLC,6401 Wuliger Way,North Richland Hills,Tarrant,3600000.0,12000,New Construction,Review Complete,2026-03-06,2026-05-01,2026-07-31,site + building,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014340,12000,,True,,300,False,False,facility name; project name,address,-97.246158,32.849717
TABS2024000778,USTX02 - UPS 5A & 5B,Bank of America Data Center,Bank of America,3510 Wyndham Lane,Richardson,Collin,14200000.0,11500,Renovation/Alteration,Project Closed,2023-09-13,2023-09-25,2024-11-30,"Removal of existing liquid cell batteries, replacement of UPS equipment and new ion lithium battery systems",InSite Group,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024000778,11500,,True,,1235,False,False,facility name,address,-96.687396,32.999965
